,year,ft_lgbt,religion,party_id,religion_cat,party_id_cat
36588,1992,60.0,1.0,5.0,Religious,Democrat
36589,1992,50.0,0.0,2.0,Not Religious,Independent
36592,1992,15.0,1.0,5.0,Religious,Democrat
36593,1992,70.0,0.0,1.0,Not Religious,Republican
36594,1992,40.0,0.0,2.0,Not Religious,Independent
36595,1992,50.0,1.0,5.0,Religious,Democrat
36596,1992,20.0,1.0,4.0,Religious,Other
36597,1992,40.0,0.0,5.0,Not Religious,Democrat
36598,1992,50.0,1.0,2.0,Religious,Independent
36599,1992,30.0,1.0,3.0,Religious,No preference
36600,1992,50.0,1.0,2.0,Religious,Independent
36602,1992,50.0,1.0,2.0,Religious,Independent
36603,1992,40.0,1.0,2.0,Religious,Independent
36604,1992,15.0,0.0,2.0,Not Religious,Independent
36605,1992,85.0,1.0,2.0,Religious,Independent
36606,1992,0.0,1.0,2.0,Religious,Independent
36607,1992,40.0,1.0,5.0,Religious,Democrat
36608,1992,75.0,1.0,2.0,Religious,Independent
36609,1992,0.0,0.0,1.0,Not Religious,Republican
36610,1992,0.0,1.0,5.0,Religious,Democrat
36611,1992,70.0,0.0,2.0,Not Religious,Independent
36612,1992,75.0,1.0,2.0,Religious,Independent
36613,1992,50.0,1.0,2.0,Religious,Independent
36615,1992,50.0,1.0,2.0,Religious,Independent
36617,1992,60.0,1.0,2.0,Religious,Independent
36618,1992,85.0,1.0,5.0,Religious,Democrat
36619,1992,95.0,0.0,2.0,Not Religious,Independent
36620,1992,0.0,1.0,1.0,Religious,Republican
36621,1992,50.0,0.0,5.0,Not Religious,Democrat
36622,1992,0.0,1.0,1.0,Religious,Republican
36625,1992,35.0,1.0,5.0,Religious,Democrat
36626,1992,98.5,1.0,5.0,Religious,Democrat
36628,1992,80.0,1.0,2.0,Religious,Independent
36630,1992,70.0,0.0,5.0,Not Religious,Democrat
36631,1992,70.0,1.0,2.0,Religious,Independent
36632,1992,85.0,1.0,5.0,Religious,Democrat
36633,1992,50.0,0.0,2.0,Not Religious,Independent
36634,1992,70.0,0.0,3.0,Not Religious,No preference
36637,1992,50.0,1.0,2.0,Religious,Independent
36638,1992,50.0,1.0,5.0,Religious,Democrat
36639,1992,70.0,1.0,5.0,Religious,Democrat
36640,1992,70.0,1.0,2.0,Religious,Independent
36642,1992,50.0,0.0,5.0,Not Religious,Democrat
36643,1992,30.0,1.0,5.0,Religious,Democrat
36644,1992,70.0,1.0,2.0,Religious,Independent
36646,1992,0.0,1.0,2.0,Religious,Independent
36647,1992,60.0,1.0,5.0,Religious,Democrat
36648,1992,15.0,1.0,1.0,Religious,Republican
36649,1992,0.0,1.0,2.0,Religious,Independent
36653,1992,98.5,1.0,5.0,Religious,Democrat
36654,1992,70.0,1.0,1.0,Religious,Republican
36655,1992,25.0,1.0,5.0,Religious,Democrat
36656,1992,50.0,0.0,1.0,Not Religious,Republican
36657,1992,60.0,0.0,5.0,Not Religious,Democrat
36659,1992,15.0,1.0,5.0,Religious,Democrat
36660,1992,50.0,1.0,1.0,Religious,Republican
36661,1992,50.0,1.0,2.0,Religious,Independent
36662,1992,50.0,1.0,5.0,Religious,Democrat
36663,1992,70.0,0.0,2.0,Not Religious,Independent
36665,1992,70.0,1.0,5.0,Religious,Democrat
36666,1992,40.0,1.0,5.0,Religious,Democrat
36667,1992,40.0,1.0,2.0,Religious,Independent
36668,1992,80.0,1.0,1.0,Religious,Republican
36671,1992,65.0,0.0,2.0,Not Religious,Independent
36672,1992,50.0,1.0,2.0,Religious,Independent
36673,1992,70.0,1.0,1.0,Religious,Republican
36674,1992,0.0,0.0,5.0,Not Religious,Democrat
36675,1992,60.0,0.0,2.0,Not Religious,Independent
36676,1992,0.0,0.0,2.0,Not Religious,Independent
36679,1992,15.0,1.0,5.0,Religious,Democrat
36681,1992,85.0,1.0,2.0,Religious,Independent
36682,1992,50.0,0.0,1.0,Not Religious,Republican
36684,1992,0.0,1.0,2.0,Religious,Independent
36685,1992,50.0,0.0,1.0,Not Religious,Republican
36686,1992,50.0,1.0,3.0,Religious,No preference
36687,1992,0.0,1.0,2.0,Religious,Independent
36689,1992,30.0,1.0,2.0,Religious,Independent
36690,1992,0.0,1.0,1.0,Religious,Republican
36691,1992,60.0,0.0,5.0,Not Religious,Democrat
36692,1992,50.0,0.0,5.0,Not Religious,Democrat
36693,1992,0.0,1.0,5.0,Religious,Democrat
36694,1992,0.0,0.0,2.0,Not Religious,Independent
36695,1992,0.0,0.0,5.0,Not Religious,Democrat
36696,1992,15.0,1.0,1.0,Religious,Republican
36697,1992,50.0,1.0,5.0,Religious,Democrat
36698,1992,98.5,0.0,5.0,Not Religious,Democrat
36699,1992,70.0,1.0,5.0,Religious,Democrat
36700,1992,30.0,1.0,1.0,Religious,Republican
36701,1992,60.0,1.0,5.0,Religious,Democrat
36704,1992,98.5,0.0,1.0,Not Religious,Republican
36705,1992,80.0,1.0,5.0,Religious,Democrat
36706,1992,50.0,1.0,1.0,Religious,Republican
36707,1992,50.0,1.0,1.0,Religious,Republican
36709,1992,50.0,1.0,5.0,Religious,Democrat
36711,1992,60.0,1.0,5.0,Religious,Democrat
36712,1992,50.0,1.0,5.0,Religious,Democrat
36713,1992,60.0,1.0,1.0,Religious,Republican
36714,1992,98.5,0.0,1.0,Not Religious,Republican
36715,1992,30.0,1.0,1.0,Religious,Republican
36717,1992,70.0,1.0,1.0,Religious,Republican
36718,1992,50.0,1.0,2.0,Religious,Independent
36719,1992,50.0,1.0,5.0,Religious,Democrat
36725,1992,60.0,1.0,2.0,Religious,Independent
36727,1992,30.0,1.0,1.0,Religious,Republican
36728,1992,30.0,0.0,1.0,Not Religious,Republican
36730,1992,50.0,0.0,1.0,Not Religious,Republican
36731,1992,75.0,0.0,5.0,Not Religious,Democrat
36732,1992,50.0,1.0,2.0,Religious,Independent
36733,1992,85.0,0.0,2.0,Not Religious,Independent
36734,1992,50.0,1.0,2.0,Religious,Independent
36735,1992,50.0,0.0,5.0,Not Religious,Democrat
36736,1992,50.0,0.0,2.0,Not Religious,Independent
36738,1992,30.0,1.0,1.0,Religious,Republican
36739,1992,70.0,1.0,2.0,Religious,Independent
36741,1992,60.0,1.0,2.0,Religious,Independent
36743,1992,50.0,1.0,3.0,Religious,No preference
36744,1992,0.0,1.0,5.0,Religious,Democrat
36745,1992,0.0,1.0,5.0,Religious,Democrat
36747,1992,40.0,1.0,2.0,Religious,Independent
36749,1992,50.0,1.0,1.0,Religious,Republican
36750,1992,15.0,1.0,1.0,Religious,Republican
36751,1992,50.0,0.0,2.0,Not Religious,Independent
36752,1992,0.0,1.0,1.0,Religious,Republican
36753,1992,0.0,1.0,2.0,Religious,Independent
36756,1992,70.0,1.0,5.0,Religious,Democrat
36757,1992,50.0,1.0,1.0,Religious,Republican
36759,1992,15.0,1.0,2.0,Religious,Independent
36760,1992,98.5,1.0,5.0,Religious,Democrat
36761,1992,15.0,0.0,1.0,Not Religious,Republican
36762,1992,85.0,0.0,5.0,Not Religious,Democrat
36763,1992,50.0,1.0,2.0,Religious,Independent
36764,1992,40.0,1.0,2.0,Religious,Independent
36765,1992,50.0,1.0,1.0,Religious,Republican
36767,1992,40.0,1.0,3.0,Religious,No preference
36768,1992,98.5,1.0,5.0,Religious,Democrat
36769,1992,0.0,1.0,2.0,Religious,Independent
36770,1992,85.0,1.0,5.0,Religious,Democrat
36771,1992,40.0,1.0,2.0,Religious,Independent
36772,1992,50.0,0.0,2.0,Not Religious,Independent
36773,1992,30.0,1.0,2.0,Religious,Independent
36774,1992,80.0,0.0,5.0,Not Religious,Democrat
36775,1992,0.0,1.0,2.0,Religious,Independent
36777,1992,50.0,0.0,1.0,Not Religious,Republican
36778,1992,0.0,1.0,1.0,Religious,Republican
36779,1992,0.0,1.0,1.0,Religious,Republican
36780,1992,40.0,1.0,5.0,Religious,Democrat
36781,1992,50.0,1.0,1.0,Religious,Republican
36782,1992,0.0,1.0,3.0,Religious,No preference
36783,1992,0.0,1.0,5.0,Religious,Democrat
36784,1992,15.0,1.0,5.0,Religious,Democrat
36785,1992,15.0,1.0,5.0,Religious,Democrat
36786,1992,50.0,1.0,5.0,Religious,Democrat
36787,1992,15.0,1.0,2.0,Religious,Independent
36788,1992,50.0,1.0,5.0,Religious,Democrat
36789,1992,50.0,0.0,1.0,Not Religious,Republican
36790,1992,0.0,1.0,1.0,Religious,Republican
36791,1992,50.0,1.0,2.0,Religious,Independent
36792,1992,50.0,1.0,5.0,Religious,Democrat
36793,1992,50.0,1.0,5.0,Religious,Democrat
36794,1992,98.5,1.0,2.0,Religious,Independent
36795,1992,50.0,1.0,5.0,Religious,Democrat
36796,1992,85.0,1.0,5.0,Religious,Democrat
36797,1992,30.0,1.0,3.0,Religious,No preference
36798,1992,60.0,1.0,5.0,Religious,Democrat
36799,1992,50.0,1.0,5.0,Religious,Democrat
36800,1992,0.0,1.0,2.0,Religious,Independent
36801,1992,30.0,1.0,3.0,Religious,No preference
36802,1992,0.0,0.0,1.0,Not Religious,Republican
36803,1992,30.0,1.0,5.0,Religious,Democrat
36804,1992,50.0,1.0,5.0,Religious,Democrat
36805,1992,85.0,1.0,5.0,Religious,Democrat
36806,1992,70.0,1.0,5.0,Religious,Democrat
36807,1992,50.0,1.0,5.0,Religious,Democrat
36808,1992,0.0,1.0,5.0,Religious,Democrat
36809,1992,50.0,1.0,2.0,Religious,Independent
36810,1992,30.0,1.0,1.0,Religious,Republican
36811,1992,20.0,0.0,2.0,Not Religious,Independent
36812,1992,85.0,0.0,1.0,Not Religious,Republican
36813,1992,30.0,0.0,1.0,Not Religious,Republican
36814,1992,40.0,1.0,2.0,Religious,Independent
36815,1992,50.0,1.0,2.0,Religious,Independent
36816,1992,30.0,0.0,5.0,Not Religious,Democrat
36817,1992,0.0,1.0,1.0,Religious,Republican
36818,1992,50.0,1.0,5.0,Religious,Democrat
36819,1992,0.0,1.0,5.0,Religious,Democrat
36820,1992,80.0,1.0,5.0,Religious,Democrat
36821,1992,0.0,1.0,5.0,Religious,Democrat
36822,1992,0.0,1.0,1.0,Religious,Republican
36823,1992,0.0,1.0,1.0,Religious,Republican
36824,1992,98.5,1.0,2.0,Religious,Independent
36825,1992,70.0,1.0,5.0,Religious,Democrat
36826,1992,60.0,1.0,2.0,Religious,Independent
36827,1992,0.0,1.0,3.0,Religious,No preference
36828,1992,40.0,1.0,2.0,Religious,Independent
36829,1992,0.0,1.0,5.0,Religious,Democrat
36830,1992,40.0,1.0,2.0,Religious,Independent
36831,1992,15.0,0.0,5.0,Not Religious,Democrat
36832,1992,50.0,1.0,5.0,Religious,Democrat
36833,1992,50.0,0.0,5.0,Not Religious,Democrat
36834,1992,30.0,0.0,2.0,Not Religious,Independent
36835,1992,98.5,0.0,5.0,Not Religious,Democrat
36836,1992,60.0,1.0,1.0,Religious,Republican
36837,1992,60.0,1.0,5.0,Religious,Democrat
36838,1992,50.0,0.0,5.0,Not Religious,Democrat
36839,1992,50.0,1.0,2.0,Religious,Independent
36840,1992,15.0,1.0,1.0,Religious,Republican
36841,1992,0.0,1.0,5.0,Religious,Democrat
36842,1992,30.0,1.0,2.0,Religious,Independent
36843,1992,0.0,1.0,1.0,Religious,Republican
36845,1992,70.0,1.0,2.0,Religious,Independent
36846,1992,70.0,1.0,5.0,Religious,Democrat
36847,1992,0.0,0.0,2.0,Not Religious,Independent
36848,1992,40.0,0.0,1.0,Not Religious,Republican
36849,1992,50.0,1.0,3.0,Religious,No preference
36850,1992,50.0,0.0,2.0,Not Religious,Independent
36851,1992,60.0,1.0,2.0,Religious,Independent
36852,1992,50.0,1.0,1.0,Religious,Republican
36854,1992,30.0,1.0,5.0,Religious,Democrat
36855,1992,15.0,0.0,2.0,Not Religious,Independent
36856,1992,50.0,1.0,5.0,Religious,Democrat
36857,1992,40.0,1.0,1.0,Religious,Republican
36858,1992,15.0,1.0,1.0,Religious,Republican
36859,1992,50.0,0.0,1.0,Not Religious,Republican
36860,1992,50.0,1.0,2.0,Religious,Independent
36861,1992,40.0,1.0,1.0,Religious,Republican
36862,1992,0.0,1.0,5.0,Religious,Democrat
36863,1992,60.0,1.0,5.0,Religious,Democrat
36864,1992,30.0,1.0,1.0,Religious,Republican
36865,1992,50.0,1.0,5.0,Religious,Democrat
36866,1992,0.0,1.0,2.0,Religious,Independent
36867,1992,0.0,1.0,1.0,Religious,Republican
36868,1992,60.0,1.0,5.0,Religious,Democrat
36869,1992,50.0,1.0,5.0,Religious,Democrat
36870,1992,50.0,0.0,3.0,Not Religious,No preference
36871,1992,30.0,1.0,5.0,Religious,Democrat
36872,1992,30.0,1.0,2.0,Religious,Independent
36873,1992,0.0,1.0,3.0,Religious,No preference
36874,1992,50.0,1.0,1.0,Religious,Republican
36875,1992,0.0,1.0,5.0,Religious,Democrat
36877,1992,30.0,1.0,1.0,Religious,Republican
36878,1992,0.0,1.0,2.0,Religious,Independent
36879,1992,50.0,0.0,2.0,Not Religious,Independent
36880,1992,0.0,1.0,1.0,Religious,Republican
36881,1992,10.0,0.0,1.0,Not Religious,Republican
36882,1992,15.0,0.0,2.0,Not Religious,Independent
36883,1992,50.0,1.0,1.0,Religious,Republican
36884,1992,30.0,1.0,1.0,Religious,Republican
36885,1992,50.0,1.0,5.0,Religious,Democrat
36886,1992,0.0,1.0,5.0,Religious,Democrat
36887,1992,0.0,0.0,5.0,Not Religious,Democrat
36888,1992,40.0,1.0,2.0,Religious,Independent
36889,1992,50.0,1.0,2.0,Religious,Independent
36891,1992,50.0,1.0,3.0,Religious,No preference
36892,1992,0.0,1.0,5.0,Religious,Democrat
36893,1992,40.0,1.0,5.0,Religious,Democrat
36894,1992,0.0,0.0,2.0,Not Religious,Independent
36895,1992,30.0,1.0,5.0,Religious,Democrat
36896,1992,15.0,1.0,1.0,Religious,Republican
36897,1992,70.0,1.0,5.0,Religious,Democrat
36898,1992,5.0,1.0,1.0,Religious,Republican
36899,1992,15.0,1.0,5.0,Religious,Democrat
36900,1992,60.0,1.0,1.0,Religious,Republican
36901,1992,30.0,0.0,5.0,Not Religious,Democrat
36902,1992,55.0,1.0,2.0,Religious,Independent
36903,1992,30.0,1.0,2.0,Religious,Independent
36904,1992,0.0,1.0,5.0,Religious,Democrat
36905,1992,85.0,1.0,2.0,Religious,Independent
36907,1992,60.0,1.0,2.0,Religious,Independent
36908,1992,75.0,1.0,5.0,Religious,Democrat
36909,1992,50.0,0.0,5.0,Not Religious,Democrat
36910,1992,0.0,1.0,2.0,Religious,Independent
36912,1992,0.0,1.0,1.0,Religious,Republican
36914,1992,30.0,1.0,2.0,Religious,Independent
36915,1992,50.0,1.0,1.0,Religious,Republican
36916,1992,50.0,1.0,1.0,Religious,Republican
36917,1992,50.0,1.0,2.0,Religious,Independent
36918,1992,15.0,1.0,2.0,Religious,Independent
36919,1992,0.0,1.0,1.0,Religious,Republican
36920,1992,50.0,1.0,5.0,Religious,Democrat
36921,1992,50.0,0.0,2.0,Not Religious,Independent
36922,1992,0.0,1.0,5.0,Religious,Democrat
36923,1992,0.0,1.0,2.0,Religious,Independent
36924,1992,60.0,1.0,5.0,Religious,Democrat
36925,1992,0.0,1.0,1.0,Religious,Republican
36927,1992,30.0,1.0,1.0,Religious,Republican
36928,1992,60.0,1.0,5.0,Religious,Democrat
36929,1992,50.0,1.0,1.0,Religious,Republican
36930,1992,15.0,1.0,1.0,Religious,Republican
36931,1992,0.0,1.0,1.0,Religious,Republican
36933,1992,40.0,1.0,1.0,Religious,Republican
36934,1992,60.0,1.0,5.0,Religious,Democrat
36935,1992,50.0,1.0,5.0,Religious,Democrat
36936,1992,70.0,1.0,5.0,Religious,Democrat
36937,1992,50.0,0.0,5.0,Not Religious,Democrat
36938,1992,50.0,1.0,5.0,Religious,Democrat
36940,1992,30.0,1.0,5.0,Religious,Democrat
36941,1992,30.0,1.0,5.0,Religious,Democrat
36942,1992,0.0,1.0,5.0,Religious,Democrat
36943,1992,15.0,0.0,1.0,Not Religious,Republican
36944,1992,70.0,1.0,1.0,Religious,Republican
36945,1992,50.0,1.0,5.0,Religious,Democrat
36946,1992,50.0,1.0,2.0,Religious,Independent
36947,1992,0.0,0.0,1.0,Not Religious,Republican
36948,1992,30.0,1.0,5.0,Religious,Democrat
36949,1992,0.0,1.0,1.0,Religious,Republican
36950,1992,20.0,0.0,3.0,Not Religious,No preference
36951,1992,30.0,1.0,2.0,Religious,Independent
36952,1992,0.0,1.0,3.0,Religious,No preference
36953,1992,10.0,1.0,2.0,Religious,Independent
36954,1992,40.0,0.0,1.0,Not Religious,Republican
36955,1992,50.0,1.0,3.0,Religious,No preference
36956,1992,90.0,1.0,5.0,Religious,Democrat
36957,1992,50.0,1.0,5.0,Religious,Democrat
36958,1992,50.0,1.0,1.0,Religious,Republican
36959,1992,0.0,1.0,5.0,Religious,Democrat
36960,1992,15.0,1.0,5.0,Religious,Democrat
36961,1992,0.0,1.0,5.0,Religious,Democrat
36962,1992,15.0,1.0,5.0,Religious,Democrat
36964,1992,85.0,1.0,5.0,Religious,Democrat
36965,1992,70.0,1.0,5.0,Religious,Democrat
36966,1992,0.0,1.0,1.0,Religious,Republican
36967,1992,85.0,1.0,5.0,Religious,Democrat
36968,1992,40.0,0.0,1.0,Not Religious,Republican
36969,1992,0.0,0.0,2.0,Not Religious,Independent
36970,1992,50.0,1.0,5.0,Religious,Democrat
36971,1992,30.0,1.0,1.0,Religious,Republican
36972,1992,50.0,1.0,2.0,Religious,Independent
36973,1992,50.0,1.0,2.0,Religious,Independent
36974,1992,50.0,1.0,5.0,Religious,Democrat
36975,1992,0.0,1.0,3.0,Religious,No preference
36976,1992,0.0,1.0,2.0,Religious,Independent
36977,1992,0.0,1.0,1.0,Religious,Republican
36978,1992,50.0,1.0,3.0,Religious,No preference
36979,1992,60.0,1.0,2.0,Religious,Independent
36980,1992,70.0,0.0,1.0,Not Religious,Republican
36981,1992,50.0,0.0,5.0,Not Religious,Democrat
36982,1992,40.0,1.0,2.0,Religious,Independent
36983,1992,50.0,1.0,5.0,Religious,Democrat
36984,1992,50.0,0.0,2.0,Not Religious,Independent
36986,1992,0.0,0.0,4.0,Not Religious,Other
36987,1992,60.0,0.0,3.0,Not Religious,No preference
36988,1992,40.0,0.0,5.0,Not Religious,Democrat
36989,1992,0.0,1.0,2.0,Religious,Independent
36991,1992,0.0,1.0,1.0,Religious,Republican
36992,1992,30.0,1.0,2.0,Religious,Independent
36993,1992,0.0,1.0,1.0,Religious,Republican
36994,1992,30.0,1.0,1.0,Religious,Republican
36995,1992,50.0,0.0,2.0,Not Religious,Independent
36996,1992,0.0,1.0,2.0,Religious,Independent
36997,1992,0.0,1.0,5.0,Religious,Democrat
36998,1992,30.0,1.0,1.0,Religious,Republican
36999,1992,0.0,0.0,3.0,Not Religious,No preference
37000,1992,40.0,1.0,2.0,Religious,Independent
37001,1992,50.0,1.0,2.0,Religious,Independent
37002,1992,0.0,1.0,2.0,Religious,Independent
37003,1992,50.0,0.0,1.0,Not Religious,Republican
37004,1992,40.0,0.0,1.0,Not Religious,Republican
37005,1992,85.0,1.0,5.0,Religious,Democrat
37006,1992,50.0,1.0,5.0,Religious,Democrat
37007,1992,50.0,1.0,1.0,Religious,Republican
37008,1992,0.0,1.0,2.0,Religious,Independent
37009,1992,0.0,1.0,1.0,Religious,Republican
37010,1992,15.0,1.0,5.0,Religious,Democrat
37011,1992,0.0,1.0,5.0,Religious,Democrat
37012,1992,85.0,0.0,3.0,Not Religious,No preference
37013,1992,0.0,1.0,1.0,Religious,Republican
37014,1992,50.0,1.0,5.0,Religious,Democrat
37015,1992,20.0,1.0,3.0,Religious,No preference
37017,1992,0.0,1.0,5.0,Religious,Democrat
37018,1992,0.0,1.0,1.0,Religious,Republican
37020,1992,50.0,1.0,5.0,Religious,Democrat
37021,1992,50.0,1.0,1.0,Religious,Republican
37022,1992,50.0,1.0,1.0,Religious,Republican
37023,1992,85.0,1.0,2.0,Religious,Independent
37024,1992,40.0,1.0,5.0,Religious,Democrat
37025,1992,50.0,0.0,2.0,Not Religious,Independent
37026,1992,50.0,1.0,2.0,Religious,Independent
37027,1992,50.0,1.0,2.0,Religious,Independent
37028,1992,70.0,0.0,5.0,Not Religious,Democrat
37029,1992,50.0,0.0,3.0,Not Religious,No preference
37030,1992,50.0,1.0,5.0,Religious,Democrat
37031,1992,30.0,1.0,1.0,Religious,Republican
37032,1992,40.0,1.0,5.0,Religious,Democrat
37033,1992,30.0,1.0,1.0,Religious,Republican
37034,1992,30.0,0.0,5.0,Not Religious,Democrat
37037,1992,70.0,1.0,5.0,Religious,Democrat
37039,1992,50.0,1.0,5.0,Religious,Democrat
37040,1992,98.5,1.0,5.0,Religious,Democrat
37041,1992,50.0,1.0,2.0,Religious,Independent
37043,1992,0.0,1.0,5.0,Religious,Democrat
37044,1992,0.0,0.0,1.0,Not Religious,Republican
37045,1992,0.0,1.0,2.0,Religious,Independent
37046,1992,50.0,1.0,5.0,Religious,Democrat
37048,1992,0.0,1.0,5.0,Religious,Democrat
37049,1992,15.0,1.0,3.0,Religious,No preference
37050,1992,10.0,1.0,5.0,Religious,Democrat
37051,1992,60.0,1.0,5.0,Religious,Democrat
37052,1992,50.0,1.0,5.0,Religious,Democrat
37053,1992,15.0,1.0,1.0,Religious,Republican
37054,1992,98.5,1.0,3.0,Religious,No preference
37055,1992,70.0,1.0,3.0,Religious,No preference
37057,1992,50.0,1.0,2.0,Religious,Independent
37058,1992,40.0,1.0,2.0,Religious,Independent
37059,1992,10.0,1.0,1.0,Religious,Republican
37060,1992,20.0,1.0,1.0,Religious,Republican
37061,1992,0.0,1.0,1.0,Religious,Republican
37062,1992,50.0,1.0,1.0,Religious,Republican
37063,1992,50.0,0.0,2.0,Not Religious,Independent
37064,1992,50.0,1.0,2.0,Religious,Independent
37065,1992,50.0,0.0,1.0,Not Religious,Republican
37066,1992,60.0,1.0,5.0,Religious,Democrat
37067,1992,0.0,1.0,1.0,Religious,Republican
37068,1992,30.0,1.0,5.0,Religious,Democrat
37069,1992,60.0,1.0,5.0,Religious,Democrat
37070,1992,85.0,0.0,2.0,Not Religious,Independent
37071,1992,85.0,1.0,2.0,Religious,Independent
37072,1992,0.0,1.0,2.0,Religious,Independent
37073,1992,15.0,1.0,1.0,Religious,Republican
37074,1992,50.0,1.0,1.0,Religious,Republican
37075,1992,30.0,1.0,2.0,Religious,Independent
37076,1992,30.0,1.0,2.0,Religious,Independent
37077,1992,0.0,1.0,2.0,Religious,Independent
37078,1992,50.0,1.0,3.0,Religious,No preference
37079,1992,20.0,1.0,5.0,Religious,Democrat
37080,1992,70.0,1.0,2.0,Religious,Independent
37081,1992,85.0,0.0,5.0,Not Religious,Democrat
37083,1992,50.0,1.0,5.0,Religious,Democrat
37084,1992,50.0,1.0,1.0,Religious,Republican
37085,1992,40.0,1.0,1.0,Religious,Republican
37086,1992,50.0,1.0,1.0,Religious,Republican
37087,1992,0.0,1.0,1.0,Religious,Republican
37088,1992,0.0,1.0,5.0,Religious,Democrat
37089,1992,0.0,1.0,5.0,Religious,Democrat
37090,1992,30.0,1.0,3.0,Religious,No preference
37091,1992,40.0,1.0,2.0,Religious,Independent
37092,1992,0.0,1.0,1.0,Religious,Republican
37093,1992,50.0,1.0,2.0,Religious,Independent
37094,1992,0.0,1.0,1.0,Religious,Republican
37095,1992,0.0,1.0,2.0,Religious,Independent
37096,1992,0.0,1.0,2.0,Religious,Independent
37097,1992,60.0,0.0,2.0,Not Religious,Independent
37098,1992,0.0,1.0,5.0,Religious,Democrat
37099,1992,60.0,1.0,2.0,Religious,Independent
37101,1992,50.0,1.0,5.0,Religious,Democrat
37102,1992,98.5,1.0,5.0,Religious,Democrat
37106,1992,30.0,0.0,5.0,Not Religious,Democrat
37107,1992,50.0,1.0,5.0,Religious,Democrat
37109,1992,0.0,1.0,2.0,Religious,Independent
37110,1992,40.0,1.0,2.0,Religious,Independent
37111,1992,0.0,1.0,2.0,Religious,Independent
37112,1992,30.0,0.0,1.0,Not Religious,Republican
37113,1992,0.0,0.0,1.0,Not Religious,Republican
37114,1992,50.0,0.0,1.0,Not Religious,Republican
37115,1992,30.0,1.0,5.0,Religious,Democrat
37117,1992,40.0,0.0,2.0,Not Religious,Independent
37118,1992,85.0,0.0,5.0,Not Religious,Democrat
37120,1992,40.0,1.0,2.0,Religious,Independent
37122,1992,20.0,1.0,1.0,Religious,Republican
37123,1992,50.0,0.0,2.0,Not Religious,Independent
37124,1992,50.0,1.0,5.0,Religious,Democrat
37125,1992,0.0,1.0,1.0,Religious,Republican
37126,1992,0.0,1.0,1.0,Religious,Republican
37127,1992,0.0,1.0,2.0,Religious,Independent
37128,1992,30.0,1.0,1.0,Religious,Republican
37129,1992,50.0,1.0,2.0,Religious,Independent
37133,1992,0.0,1.0,2.0,Religious,Independent
37135,1992,50.0,1.0,5.0,Religious,Democrat
37136,1992,98.5,1.0,1.0,Religious,Republican
37137,1992,50.0,0.0,2.0,Not Religious,Independent
37138,1992,50.0,0.0,2.0,Not Religious,Independent
37139,1992,40.0,0.0,1.0,Not Religious,Republican
37140,1992,30.0,1.0,1.0,Religious,Republican
37141,1992,0.0,1.0,2.0,Religious,Independent
37142,1992,40.0,1.0,1.0,Religious,Republican
37143,1992,30.0,1.0,5.0,Religious,Democrat
37144,1992,40.0,1.0,5.0,Religious,Democrat
37145,1992,50.0,0.0,2.0,Not Religious,Independent
37146,1992,50.0,0.0,2.0,Not Religious,Independent
37147,1992,50.0,1.0,3.0,Religious,No preference
37148,1992,50.0,1.0,1.0,Religious,Republican
37149,1992,40.0,0.0,5.0,Not Religious,Democrat
37150,1992,40.0,1.0,1.0,Religious,Republican
37151,1992,20.0,1.0,2.0,Religious,Independent
37152,1992,50.0,1.0,5.0,Religious,Democrat
37154,1992,80.0,1.0,1.0,Religious,Republican
37156,1992,0.0,1.0,2.0,Religious,Independent
37158,1992,50.0,1.0,1.0,Religious,Republican
37159,1992,50.0,1.0,5.0,Religious,Democrat
37160,1992,70.0,0.0,5.0,Not Religious,Democrat
37161,1992,50.0,1.0,5.0,Religious,Democrat
37162,1992,25.0,1.0,5.0,Religious,Democrat
37163,1992,15.0,1.0,5.0,Religious,Democrat
37164,1992,15.0,1.0,1.0,Religious,Republican
37165,1992,0.0,1.0,1.0,Religious,Republican
37166,1992,0.0,0.0,2.0,Not Religious,Independent
37167,1992,0.0,1.0,2.0,Religious,Independent
37168,1992,50.0,1.0,5.0,Religious,Democrat
37169,1992,15.0,1.0,1.0,Religious,Republican
37170,1992,50.0,0.0,3.0,Not Religious,No preference
37171,1992,0.0,1.0,2.0,Religious,Independent
37172,1992,50.0,1.0,5.0,Religious,Democrat
37173,1992,0.0,1.0,5.0,Religious,Democrat
37175,1992,40.0,1.0,5.0,Religious,Democrat
37176,1992,70.0,1.0,2.0,Religious,Independent
37177,1992,50.0,0.0,2.0,Not Religious,Independent
37178,1992,60.0,0.0,2.0,Not Religious,Independent
37179,1992,15.0,1.0,1.0,Religious,Republican
37180,1992,60.0,1.0,2.0,Religious,Independent
37181,1992,60.0,1.0,5.0,Religious,Democrat
37182,1992,0.0,1.0,1.0,Religious,Republican
37183,1992,15.0,1.0,5.0,Religious,Democrat
37184,1992,20.0,1.0,5.0,Religious,Democrat
37185,1992,50.0,0.0,1.0,Not Religious,Republican
37187,1992,0.0,1.0,1.0,Religious,Republican
37189,1992,50.0,0.0,3.0,Not Religious,No preference
37190,1992,50.0,1.0,3.0,Religious,No preference
37191,1992,0.0,1.0,2.0,Religious,Independent
37192,1992,50.0,1.0,1.0,Religious,Republican
37193,1992,50.0,1.0,5.0,Religious,Democrat
37194,1992,30.0,1.0,2.0,Religious,Independent
37195,1992,70.0,1.0,2.0,Religious,Independent
